gene	Sham_C.WNVp_C	WNVp_C.WNVp_WNV	Sham_WNV.WNVp_WNV	WNVp_WNV.WNVp_JEV	Sham_JEV.WNVp_JEV	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_WNV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ011912	0	0	0	0	1	0	0	0	0		inner membrane protein oxa1-1%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ011912;biotype=protein_coding;description=inner membrane protein oxa1-1%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ011912;logic_name=vectorbase_culex
CPIJ011915	0	0	0	1	0	0	0	0	0		multisynthetase complex%2C auxiliary protein%2C p38%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ011915;biotype=protein_coding;description=multisynthetase complex%2C auxiliary protein%2C p38%2C putative [Source:VB Community Annotation];gene_id=CPIJ011915;logic_name=vectorbase_culex
CPIJ011941	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYN1]	ID=gene:CPIJ011941;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYN1];gene_id=CPIJ011941;logic_name=vectorbase_culex
CPIJ011942	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYN2]	ID=gene:CPIJ011942;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYN2];gene_id=CPIJ011942;logic_name=vectorbase_culex
CPIJ011948	0	0	0	0	0	0	1	0	0		Ccaat-binding transcription factor subunit a [Source:UniProtKB/TrEMBL%3BAcc:B0WXC5]	ID=gene:CPIJ011948;biotype=protein_coding;description=Ccaat-binding transcription factor subunit a [Source:UniProtKB/TrEMBL%3BAcc:B0WXC5];gene_id=CPIJ011948;logic_name=vectorbase_culex
CPIJ011964	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXE1]	ID=gene:CPIJ011964;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXE1];gene_id=CPIJ011964;logic_name=vectorbase_culex
CPIJ011990	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX40]	ID=gene:CPIJ011990;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX40];gene_id=CPIJ011990;logic_name=vectorbase_culex
CPIJ011991	0	0	0	0	0	0	1	0	0		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX41]	ID=gene:CPIJ011991;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX41];gene_id=CPIJ011991;logic_name=vectorbase_culex
CPIJ011996	0	0	0	0	1	0	0	0	0		10-formyltetrahydrofolate dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:B0WX46]	ID=gene:CPIJ011996;biotype=protein_coding;description=10-formyltetrahydrofolate dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:B0WX46];gene_id=CPIJ011996;logic_name=vectorbase_culex
CPIJ011998	0	0	0	0	1	0	0	0	1		zinc carboxypeptidase A 1 precursor [Source:VB Community Annotation]	ID=gene:CPIJ011998;biotype=protein_coding;description=zinc carboxypeptidase A 1 precursor [Source:VB Community Annotation];gene_id=CPIJ011998;logic_name=vectorbase_culex
CPIJ011999	0	0	0	0	1	0	0	0	1		zinc carboxypeptidase A 1 precursor [Source:VB Community Annotation]	ID=gene:CPIJ011999;biotype=protein_coding;description=zinc carboxypeptidase A 1 precursor [Source:VB Community Annotation];gene_id=CPIJ011999;logic_name=vectorbase_culex
CPIJ012003	0	0	0	1	0	0	0	0	0		Kinase [Source:UniProtKB/TrEMBL%3BAcc:B0WX53]	ID=gene:CPIJ012003;biotype=protein_coding;description=Kinase [Source:UniProtKB/TrEMBL%3BAcc:B0WX53];gene_id=CPIJ012003;logic_name=vectorbase_culex
CPIJ012005	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX55]	ID=gene:CPIJ012005;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX55];gene_id=CPIJ012005;logic_name=vectorbase_culex
CPIJ012006	0	0	0	0	0	0	1	0	0		DNA-(apurinic or apyrimidinic site) lyase [Source:UniProtKB/TrEMBL%3BAcc:B0WX56]	ID=gene:CPIJ012006;biotype=protein_coding;description=DNA-(apurinic or apyrimidinic site) lyase [Source:UniProtKB/TrEMBL%3BAcc:B0WX56];gene_id=CPIJ012006;logic_name=vectorbase_culex
CPIJ012007	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX57]	ID=gene:CPIJ012007;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX57];gene_id=CPIJ012007;logic_name=vectorbase_culex
CPIJ012024	0	0	0	0	0	0	1	0	0		GTP-binding protein SAR2 [Source:UniProtKB/TrEMBL%3BAcc:B0WY19]	ID=gene:CPIJ012024;biotype=protein_coding;description=GTP-binding protein SAR2 [Source:UniProtKB/TrEMBL%3BAcc:B0WY19];gene_id=CPIJ012024;logic_name=vectorbase_culex
CPIJ012031	0	0	0	1	0	1	1	0	1		Eukaryotic translation initiation factor 4e type [Source:UniProtKB/TrEMBL%3BAcc:B0WY26]	ID=gene:CPIJ012031;biotype=protein_coding;description=Eukaryotic translation initiation factor 4e type [Source:UniProtKB/TrEMBL%3BAcc:B0WY26];gene_id=CPIJ012031;logic_name=vectorbase_culex
CPIJ012033	0	0	0	0	0	1	1	0	0		peptidyl-prolyl cis-trans isomerase g [Source:VB Community Annotation]	ID=gene:CPIJ012033;biotype=protein_coding;description=peptidyl-prolyl cis-trans isomerase g [Source:VB Community Annotation];gene_id=CPIJ012033;logic_name=vectorbase_culex
CPIJ012035	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY30]	ID=gene:CPIJ012035;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY30];gene_id=CPIJ012035;logic_name=vectorbase_culex
CPIJ012056	0	0	0	0	1	0	0	0	0		sodium-dependent serotonin transporter [Source:VB Community Annotation]	ID=gene:CPIJ012056;biotype=protein_coding;description=sodium-dependent serotonin transporter [Source:VB Community Annotation];gene_id=CPIJ012056;logic_name=vectorbase_culex
CPIJ012061	0	0	0	0	0	1	0	0	0		hyp37.3 putativesecreted salivary gland protein [Source:VB Community Annotation]	ID=gene:CPIJ012061;biotype=protein_coding;description=hyp37.3 putativesecreted salivary gland protein [Source:VB Community Annotation];gene_id=CPIJ012061;logic_name=vectorbase_culex
CPIJ012074	0	0	0	0	0	1	0	0	0		three prime repair exonuclease 1%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012074;biotype=protein_coding;description=three prime repair exonuclease 1%2C putative [Source:VB Community Annotation];gene_id=CPIJ012074;logic_name=vectorbase_culex
CPIJ012115	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZP1]	ID=gene:CPIJ012115;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZP1];gene_id=CPIJ012115;logic_name=vectorbase_culex
CPIJ012125	0	0	0	0	1	0	0	0	1		FK506 binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0X013]	ID=gene:CPIJ012125;biotype=protein_coding;description=FK506 binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0X013];gene_id=CPIJ012125;logic_name=vectorbase_culex
CPIJ012130	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X018]	ID=gene:CPIJ012130;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X018];gene_id=CPIJ012130;logic_name=vectorbase_culex
CPIJ012135	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X023]	ID=gene:CPIJ012135;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X023];gene_id=CPIJ012135;logic_name=vectorbase_culex
CPIJ012151	0	0	0	0	0	1	0	0	0		Trypsin [Source:UniProtKB/TrEMBL%3BAcc:B0WZE3]	ID=gene:CPIJ012151;biotype=protein_coding;description=Trypsin [Source:UniProtKB/TrEMBL%3BAcc:B0WZE3];gene_id=CPIJ012151;logic_name=vectorbase_culex
CPIJ012154	0	0	0	0	0	1	0	0	0		chymotrypsin BI precursor [Source:VB Community Annotation]	ID=gene:CPIJ012154;biotype=protein_coding;description=chymotrypsin BI precursor [Source:VB Community Annotation];gene_id=CPIJ012154;logic_name=vectorbase_culex
CPIJ012158	0	0	0	1	1	0	0	0	1		Sphingomyelin phosphodiesterase [Source:UniProtKB/TrEMBL%3BAcc:B0WZF0]	ID=gene:CPIJ012158;biotype=protein_coding;description=Sphingomyelin phosphodiesterase [Source:UniProtKB/TrEMBL%3BAcc:B0WZF0];gene_id=CPIJ012158;logic_name=vectorbase_culex
CPIJ012167	0	0	0	0	0	1	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY39]	ID=gene:CPIJ012167;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY39];gene_id=CPIJ012167;logic_name=vectorbase_culex
CPIJ012172	0	0	0	0	1	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY44]	ID=gene:CPIJ012172;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY44];gene_id=CPIJ012172;logic_name=vectorbase_culex
CPIJ012178	0	0	0	0	0	1	0	0	0		Ovary C/EBPg transcription factor [Source:UniProtKB/TrEMBL%3BAcc:B0WYA4]	ID=gene:CPIJ012178;biotype=protein_coding;description=Ovary C/EBPg transcription factor [Source:UniProtKB/TrEMBL%3BAcc:B0WYA4];gene_id=CPIJ012178;logic_name=vectorbase_culex
CPIJ012189	0	1	0	0	0	0	1	0	1		trimethyllysine dioxygenase%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ012189;biotype=protein_coding;description=trimethyllysine dioxygenase%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ012189;logic_name=vectorbase_culex
CPIJ012219	0	0	0	1	0	0	0	0	0		FAS-associated factor 1%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012219;biotype=protein_coding;description=FAS-associated factor 1%2C putative [Source:VB Community Annotation];gene_id=CPIJ012219;logic_name=vectorbase_culex
CPIJ012222	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY91]	ID=gene:CPIJ012222;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY91];gene_id=CPIJ012222;logic_name=vectorbase_culex
CPIJ012224	0	0	0	0	0	1	1	0	0		cytochrome c oxidase%2C-subunit VIb%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012224;biotype=protein_coding;description=cytochrome c oxidase%2C-subunit VIb%2C putative [Source:VB Community Annotation];gene_id=CPIJ012224;logic_name=vectorbase_culex
CPIJ012226	0	0	0	0	0	1	1	0	0		augmenter of liver regeneration [Source:VB Community Annotation]	ID=gene:CPIJ012226;biotype=protein_coding;description=augmenter of liver regeneration [Source:VB Community Annotation];gene_id=CPIJ012226;logic_name=vectorbase_culex
CPIJ012236	0	0	0	0	1	0	0	0	0		Nuclear factor NF-kappa-B p105 subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WY04]	ID=gene:CPIJ012236;biotype=protein_coding;description=Nuclear factor NF-kappa-B p105 subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WY04];gene_id=CPIJ012236;logic_name=vectorbase_culex
CPIJ012254	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZM0]	ID=gene:CPIJ012254;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZM0];gene_id=CPIJ012254;logic_name=vectorbase_culex
CPIJ012256	0	0	0	1	0	0	0	0	0		Negative elongation factor B [Source:UniProtKB/TrEMBL%3BAcc:B0WYZ6]	ID=gene:CPIJ012256;biotype=protein_coding;description=Negative elongation factor B [Source:UniProtKB/TrEMBL%3BAcc:B0WYZ6];gene_id=CPIJ012256;logic_name=vectorbase_culex
CPIJ012257	0	0	0	0	1	0	0	0	1		Ral [Source:UniProtKB/TrEMBL%3BAcc:B0WYZ7]	ID=gene:CPIJ012257;biotype=protein_coding;description=Ral [Source:UniProtKB/TrEMBL%3BAcc:B0WYZ7];gene_id=CPIJ012257;logic_name=vectorbase_culex
CPIJ012308	0	0	0	1	0	0	0	0	1		Tetratricopeptide repeat protein 35 [Source:UniProtKB/TrEMBL%3BAcc:B0WYS9]	ID=gene:CPIJ012308;biotype=protein_coding;description=Tetratricopeptide repeat protein 35 [Source:UniProtKB/TrEMBL%3BAcc:B0WYS9];gene_id=CPIJ012308;logic_name=vectorbase_culex
CPIJ012313	0	0	0	0	0	0	0	0	1		RNA 3' terminal phosphate cyclase [Source:UniProtKB/TrEMBL%3BAcc:B0WYC5]	ID=gene:CPIJ012313;biotype=protein_coding;description=RNA 3' terminal phosphate cyclase [Source:UniProtKB/TrEMBL%3BAcc:B0WYC5];gene_id=CPIJ012313;logic_name=vectorbase_culex
CPIJ012338	0	0	0	0	0	0	1	0	0		mediator complex%2C subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012338;biotype=protein_coding;description=mediator complex%2C subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ012338;logic_name=vectorbase_culex
CPIJ012344	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYF6]	ID=gene:CPIJ012344;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYF6];gene_id=CPIJ012344;logic_name=vectorbase_culex
CPIJ012350	0	0	0	0	0	0	1	0	1		Lamin b receptor [Source:UniProtKB/TrEMBL%3BAcc:B0WZT2]	ID=gene:CPIJ012350;biotype=protein_coding;description=Lamin b receptor [Source:UniProtKB/TrEMBL%3BAcc:B0WZT2];gene_id=CPIJ012350;logic_name=vectorbase_culex
CPIJ012464	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZB8]	ID=gene:CPIJ012464;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZB8];gene_id=CPIJ012464;logic_name=vectorbase_culex
CPIJ012470	0	0	0	0	1	0	0	0	0	CYP9AL1	cytochrome P450 9AL1 [Source:VB Community Annotation]	ID=gene:CPIJ012470;Name=CYP9AL1;biotype=protein_coding;description=cytochrome P450 9AL1 [Source:VB Community Annotation];gene_id=CPIJ012470;logic_name=vectorbase_culex
CPIJ012489	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYX9]	ID=gene:CPIJ012489;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYX9];gene_id=CPIJ012489;logic_name=vectorbase_culex
CPIJ012493	0	0	0	1	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYJ6]	ID=gene:CPIJ012493;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYJ6];gene_id=CPIJ012493;logic_name=vectorbase_culex
CPIJ012495	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYJ8]	ID=gene:CPIJ012495;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYJ8];gene_id=CPIJ012495;logic_name=vectorbase_culex
CPIJ012505	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYK8]	ID=gene:CPIJ012505;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYK8];gene_id=CPIJ012505;logic_name=vectorbase_culex
CPIJ012506	0	0	0	0	0	1	1	0	0		p31A%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012506;biotype=protein_coding;description=p31A%2C putative [Source:VB Community Annotation];gene_id=CPIJ012506;logic_name=vectorbase_culex
CPIJ012509	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYL2]	ID=gene:CPIJ012509;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYL2];gene_id=CPIJ012509;logic_name=vectorbase_culex
CPIJ012511	0	0	0	0	0	1	1	0	0		Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0WYL4]	ID=gene:CPIJ012511;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0WYL4];gene_id=CPIJ012511;logic_name=vectorbase_culex
CPIJ012528	0	0	0	0	0	0	0	0	1		derlin-2.1 [Source:VB Community Annotation]	ID=gene:CPIJ012528;biotype=protein_coding;description=derlin-2.1 [Source:VB Community Annotation];gene_id=CPIJ012528;logic_name=vectorbase_culex
CPIJ012553	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYZ9]	ID=gene:CPIJ012553;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYZ9];gene_id=CPIJ012553;logic_name=vectorbase_culex
CPIJ012557	0	0	0	0	0	0	0	0	1		Salivary purine nucleosidase [Source:UniProtKB/TrEMBL%3BAcc:B0WZ03]	ID=gene:CPIJ012557;biotype=protein_coding;description=Salivary purine nucleosidase [Source:UniProtKB/TrEMBL%3BAcc:B0WZ03];gene_id=CPIJ012557;logic_name=vectorbase_culex
CPIJ012565	0	0	0	0	1	1	0	0	0		Lipid phosphate phosphohydrolase 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WZ11]	ID=gene:CPIJ012565;biotype=protein_coding;description=Lipid phosphate phosphohydrolase 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WZ11];gene_id=CPIJ012565;logic_name=vectorbase_culex
CPIJ012573	0	0	0	0	1	0	0	0	0		Actin [Source:UniProtKB/TrEMBL%3BAcc:B0WZI7]	ID=gene:CPIJ012573;biotype=protein_coding;description=Actin [Source:UniProtKB/TrEMBL%3BAcc:B0WZI7];gene_id=CPIJ012573;logic_name=vectorbase_culex
CPIJ012578	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZJ2]	ID=gene:CPIJ012578;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZJ2];gene_id=CPIJ012578;logic_name=vectorbase_culex
CPIJ012592	0	0	0	1	0	0	0	0	0		Zinc finger protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZG2]	ID=gene:CPIJ012592;biotype=protein_coding;description=Zinc finger protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZG2];gene_id=CPIJ012592;logic_name=vectorbase_culex
CPIJ012596	0	0	0	0	0	0	0	0	1		Zinc finger protein 28 [Source:UniProtKB/TrEMBL%3BAcc:B0WZG6]	ID=gene:CPIJ012596;biotype=protein_coding;description=Zinc finger protein 28 [Source:UniProtKB/TrEMBL%3BAcc:B0WZG6];gene_id=CPIJ012596;logic_name=vectorbase_culex
CPIJ012605	0	0	0	0	0	1	1	0	0		Exu-associated protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZH5]	ID=gene:CPIJ012605;biotype=protein_coding;description=Exu-associated protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZH5];gene_id=CPIJ012605;logic_name=vectorbase_culex
CPIJ012611	0	0	0	0	0	0	1	0	0		Zinc finger protein 169 [Source:UniProtKB/TrEMBL%3BAcc:B0WZI1]	ID=gene:CPIJ012611;biotype=protein_coding;description=Zinc finger protein 169 [Source:UniProtKB/TrEMBL%3BAcc:B0WZI1];gene_id=CPIJ012611;logic_name=vectorbase_culex
CPIJ012613	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZI3]	ID=gene:CPIJ012613;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZI3];gene_id=CPIJ012613;logic_name=vectorbase_culex
CPIJ012644	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X030]	ID=gene:CPIJ012644;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X030];gene_id=CPIJ012644;logic_name=vectorbase_culex
CPIJ012653	0	0	0	1	0	0	0	0	0		Septin [Source:UniProtKB/TrEMBL%3BAcc:B0WZY0]	ID=gene:CPIJ012653;biotype=protein_coding;description=Septin [Source:UniProtKB/TrEMBL%3BAcc:B0WZY0];gene_id=CPIJ012653;logic_name=vectorbase_culex
CPIJ012656	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZY3]	ID=gene:CPIJ012656;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZY3];gene_id=CPIJ012656;logic_name=vectorbase_culex
CPIJ012659	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZY6]	ID=gene:CPIJ012659;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZY6];gene_id=CPIJ012659;logic_name=vectorbase_culex
CPIJ012668	0	0	0	1	0	0	1	0	1		Thioredoxin domain-containing protein 9 [Source:UniProtKB/TrEMBL%3BAcc:B0WZV9]	ID=gene:CPIJ012668;biotype=protein_coding;description=Thioredoxin domain-containing protein 9 [Source:UniProtKB/TrEMBL%3BAcc:B0WZV9];gene_id=CPIJ012668;logic_name=vectorbase_culex
CPIJ012669	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZW0]	ID=gene:CPIJ012669;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZW0];gene_id=CPIJ012669;logic_name=vectorbase_culex
CPIJ012675	0	0	0	1	1	0	0	0	0		Sugar transporter [Source:UniProtKB/TrEMBL%3BAcc:B0WZW6]	ID=gene:CPIJ012675;biotype=protein_coding;description=Sugar transporter [Source:UniProtKB/TrEMBL%3BAcc:B0WZW6];gene_id=CPIJ012675;logic_name=vectorbase_culex
CPIJ012681	0	0	0	0	0	1	1	0	0		ADAM metalloprotease [Source:UniProtKB/TrEMBL%3BAcc:B0WZX2]	ID=gene:CPIJ012681;biotype=protein_coding;description=ADAM metalloprotease [Source:UniProtKB/TrEMBL%3BAcc:B0WZX2];gene_id=CPIJ012681;logic_name=vectorbase_culex
CPIJ012685	0	0	0	0	1	0	0	0	0	CYP315A1	cytochrome P450 315A1 [Source:VB Community Annotation]	ID=gene:CPIJ012685;Name=CYP315A1;biotype=protein_coding;description=cytochrome P450 315A1 [Source:VB Community Annotation];gene_id=CPIJ012685;logic_name=vectorbase_culex
CPIJ012711	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZS9]	ID=gene:CPIJ012711;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZS9];gene_id=CPIJ012711;logic_name=vectorbase_culex
CPIJ012712	0	0	0	0	1	1	0	0	1		coagulation factor X precursor [Source:VB Community Annotation]	ID=gene:CPIJ012712;biotype=protein_coding;description=coagulation factor X precursor [Source:VB Community Annotation];gene_id=CPIJ012712;logic_name=vectorbase_culex
CPIJ012713	0	0	0	0	1	1	0	0	1		tryptase gamma precursor [Source:VB Community Annotation]	ID=gene:CPIJ012713;biotype=protein_coding;description=tryptase gamma precursor [Source:VB Community Annotation];gene_id=CPIJ012713;logic_name=vectorbase_culex
CPIJ012720	0	0	0	0	0	0	1	0	0	OBP21	odorant binding protein OBP21 [Source:VB Community Annotation]	ID=gene:CPIJ012720;Name=OBP21;biotype=protein_coding;description=odorant binding protein OBP21 [Source:VB Community Annotation];gene_id=CPIJ012720;logic_name=vectorbase_culex
CPIJ012743	0	0	0	0	0	1	0	0	0		60S ribosomal protein L7 [Source:UniProtKB/TrEMBL%3BAcc:B0X062]	ID=gene:CPIJ012743;biotype=protein_coding;description=60S ribosomal protein L7 [Source:UniProtKB/TrEMBL%3BAcc:B0X062];gene_id=CPIJ012743;logic_name=vectorbase_culex
CPIJ012745	0	0	0	1	0	0	1	0	1		WD repeat protein pop3 [Source:UniProtKB/TrEMBL%3BAcc:B0X064]	ID=gene:CPIJ012745;biotype=protein_coding;description=WD repeat protein pop3 [Source:UniProtKB/TrEMBL%3BAcc:B0X064];gene_id=CPIJ012745;logic_name=vectorbase_culex
CPIJ012754	0	0	0	0	0	1	0	0	0		Microsomal glutathione transferase GSTMIC2 [Source:UniProtKB/TrEMBL%3BAcc:B0X073]	ID=gene:CPIJ012754;biotype=protein_coding;description=Microsomal glutathione transferase GSTMIC2 [Source:UniProtKB/TrEMBL%3BAcc:B0X073];gene_id=CPIJ012754;logic_name=vectorbase_culex
CPIJ012763	0	0	0	0	1	0	0	0	0		3-phosphoinositide-dependent protein kinase 1 (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0X1B0]	ID=gene:CPIJ012763;biotype=protein_coding;description=3-phosphoinositide-dependent protein kinase 1 (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0X1B0];gene_id=CPIJ012763;logic_name=vectorbase_culex
CPIJ012781	0	0	0	0	0	0	1	0	0		Rfc5p%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012781;biotype=protein_coding;description=Rfc5p%2C putative [Source:VB Community Annotation];gene_id=CPIJ012781;logic_name=vectorbase_culex
